study,Author,Year.publication,Journal,Title,Author.Affiliation,Country,Continent,Developed,Development,Latitude,Publisher,Study.type,In.seufert,In.Badgley,obs,Crop.species,Crop.type,Duration.of.study,Research.project,Study.site,Y_coord,X_coord,year_conv,year_org,Study.Comment,DataThief.used,Perennial,Legume,Comparability.of.system,Drought,Time.since.conversion,Conv.system.type,Org.system.type,Conv.yield.comparability,BMP,Multi.crop,Rotations,non.food.rotation,Org.fertilizer.type,Green.manure.org,Animal.manure.org,N.input,N.inputs.include.all.inputs,Org.N.input.kg.N.ha.1,Conv.N.input.kg.N.ha.1,Org.P.input.kg.P.ha.1,Conv.P.input.kg.P.ha.1,Irrigation,Tillage,GDD,Moisture,Soil.carbon,Soil.pH,Soil.pH.source,Yield.unit,Data.location.1,mean.conv,sd.conv,n.conv,mean.org,sd.org,n.organic,lnR,varlnR,conv_treatment,notes,organic_treatment,between_yr_var,mult_yrs,duplicate_trt_dat,in_original,P.input
study69,Suja et al. ,2012,Agron. Sustain. Dev.,"Higher yield, profit and soil quality from organic farming of elephant foot yam","Central Tuber Crops Research Institute, Sreekariyam,",India,Asia,no,medium,subtropical,journal,experimental,no,no,568,elephant foot yam,roots & tubers,long,field experiment,experimental farm,8.48,75.96,2008,2008,NA,yes,annual,non-legume,comparable,no,young,commercial,org stand,comparable,NA,both mono,similar,no,animal,yes,yes,similar,no,NA,NA,NA,NA,yes,no-till,NA,NA,NA,acidic,text,t/ha,Fig.5,27.3161,5.543,5,34.3236,7.0117,5,0.228356892,0.016581598,conventional recommended,NA,org stand,1,1,no,NA,NA
study69,Suja et al. ,2012,Agron. Sustain. Dev.,"Higher yield, profit and soil quality from organic farming of elephant foot yam","Central Tuber Crops Research Institute, Sreekariyam,",India,Asia,no,medium,subtropical,journal,experimental,no,no,564,elephant foot yam,roots & tubers,long,field experiment,experimental farm,8.48,75.96,2004,2004,NA,yes,annual,non-legume,comparable,no,young,commercial,org stand,comparable,NA,both mono,similar,no,animal,yes,yes,similar,no,NA,NA,NA,NA,yes,no-till,NA,NA,NA,acidic,text,t/ha,Fig.5,58.9034,4.0786,5,65.5907,6.1966,5,0.107535104,0.002743954,conventional recommended,NA,org stand,1,1,no,NA,NA
study69,Suja et al. ,2012,Agron. Sustain. Dev.,"Higher yield, profit and soil quality from organic farming of elephant foot yam","Central Tuber Crops Research Institute, Sreekariyam,",India,Asia,no,medium,subtropical,journal,experimental,no,no,566,elephant foot yam,roots & tubers,long,field experiment,experimental farm,8.48,75.96,2006,2006,NA,yes,annual,non-legume,comparable,no,young,commercial,org stand,comparable,NA,both mono,similar,no,animal,yes,yes,similar,no,NA,NA,NA,NA,yes,no-till,NA,NA,NA,acidic,text,t/ha,Fig.5,58.4365,4.2392,5,56.9687,5.382,5,-0.0254387,0.002837545,conventional recommended,NA,org stand,1,1,no,NA,NA
study69,Suja et al. ,2012,Agron. Sustain. Dev.,"Higher yield, profit and soil quality from organic farming of elephant foot yam","Central Tuber Crops Research Institute, Sreekariyam,",India,Asia,no,medium,subtropical,journal,experimental,no,no,565,elephant foot yam,roots & tubers,long,field experiment,experimental farm,8.48,75.96,2005,2005,NA,yes,annual,non-legume,comparable,no,young,commercial,org stand,comparable,NA,both mono,similar,no,animal,yes,yes,similar,no,NA,NA,NA,NA,yes,no-till,NA,NA,NA,acidic,text,t/ha,Fig.5,47.9104,5.8686,5,70.2458,6.6853,5,0.38266792,0.004812286,conventional recommended,NA,org stand,1,1,no,NA,NA
study7,Blaise,2006,"Journal of Agronomy and Crop Science 192, 248-256","Yield, boll distribution and fibre quality of hybrid cotton (Gossypium hirsutum L.) as influenced by organic and modern methods of cultivation",Central Institute for Cotton Research,India,Asia,no,medium,subtropical,journal,experimental,yes,no,33,cotton,fiber,very short,experimental farm; Central Institute for Cotton Research,Central Institute for Cotton Research; Nagpur; India,21.15,79.12,2002 to 2005,2002 to 2005,MCC & OCS,no,annual,non-legume,comparable,yes,NA,commercial,org stand,comparable,no,both mono,no,no,mix,yes,yes,NA,no,NA,90,NA,19,no,NA,high,high,high,neutral,dataset,kg/ha,Tab. 2,873,279,3,967,387,3,0.10226294,0.087433918,MCC,three year of data but no spatial SD; also non-food crop,OCS,0,,no,NA,NA
study70,Korsaeth ,2012,Applied and Environmental Soil Science,"N,P, and K Budgets and changes in selected topsoil nutrients over 10 years in a long-term experiment with conventional and organic crop rotations",Norwegian Institute for Agriculture and Environmental Research,Norway,Europe,yes,very high,temperate,journal,experimental,no,no,641,barley,cereals,long,experimental,Apelsvoll Research Centre,60.7,-10.85,2007,2007,org and conv include animals,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both multi-crop,similar,no,mix,yes,yes,more conv,NA,NA,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,kg/ha,Author,5365,492,2,4853,199,2,-0.100299306,0.005045677,commercial with cows,uses same conventional as above,org with cows,1,14,yes,NA,NA
study70,Korsaeth ,2012,Applied and Environmental Soil Science,"N,P, and K Budgets and changes in selected topsoil nutrients over 10 years in a long-term experiment with conventional and organic crop rotations",Norwegian Institute for Agriculture and Environmental Research,Norway,Europe,yes,very high,temperate,journal,experimental,no,no,593,wheat,cereals,long,experimental,Apelsvoll Research Centre,60.7,-10.85,2005,2005,org treatment used in 2 comparisons,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both multi-crop,similar,no,plant,yes,no,more conv,NA,NA,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,kg/ha,Author,6059,666,2,2392,10,2,-0.929414934,0.006049846,conventional recommended,,org stand,1,33,yes,NA,NA
study70,Korsaeth ,2012,Applied and Environmental Soil Science,"N,P, and K Budgets and changes in selected topsoil nutrients over 10 years in a long-term experiment with conventional and organic crop rotations",Norwegian Institute for Agriculture and Environmental Research,Norway,Europe,yes,very high,temperate,journal,experimental,no,no,577,barley,cereals,long,experimental,Apelsvoll Research Centre,60.7,-10.85,2009,2009,org treatment used in 2 comparisons,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both multi-crop,similar,no,plant,yes,no,more conv,NA,NA,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,kg/ha,Author,5653,170,2,1641,204,2,-1.236880566,0.008179219,conventional recommended,,org stand,1,17,yes,NA,NA
study70,Korsaeth ,2012,Applied and Environmental Soil Science,"N,P, and K Budgets and changes in selected topsoil nutrients over 10 years in a long-term experiment with conventional and organic crop rotations",Norwegian Institute for Agriculture and Environmental Research,Norway,Europe,yes,very high,temperate,journal,experimental,no,no,648,wheat,cereals,long,experimental,Apelsvoll Research Centre,60.7,-10.85,2004,2004,org and conv include animals,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both multi-crop,similar,no,mix,yes,yes,more conv,NA,NA,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,kg/ha,Author,3323,13,2,3032,261,2,-0.091645522,0.00371269,commercial with cows,,org with cows,1,,no,NA,NA
study70,Korsaeth ,2012,Applied and Environmental Soil Science,"N,P, and K Budgets and changes in selected topsoil nutrients over 10 years in a long-term experiment with conventional and organic crop rotations",Norwegian Institute for Agriculture and Environmental Research,Norway,Europe,yes,very high,temperate,journal,experimental,no,no,642,barley,cereals,long,experimental,Apelsvoll Research Centre,60.7,-10.85,2008,2008,org and conv include animals,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both multi-crop,similar,no,mix,yes,yes,more conv,NA,NA,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,kg/ha,Author,4796,319,2,4112,13,2,-0.153872709,0.002217038,commercial with cows,uses same conventional as above,org with cows,1,16,yes,NA,NA
study70,Korsaeth ,2012,Applied and Environmental Soil Science,"N,P, and K Budgets and changes in selected topsoil nutrients over 10 years in a long-term experiment with conventional and organic crop rotations",Norwegian Institute for Agriculture and Environmental Research,Norway,Europe,yes,very high,temperate,journal,experimental,no,no,630,barley,cereals,long,experimental,Apelsvoll Research Centre,60.7,-10.85,2006,2006,org and conv include animals,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both multi-crop,similar,no,mix,yes,yes,more conv,NA,NA,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,kg/ha,Author,4754,276,2,3749,637,2,-0.237497231,0.016120311,commercial with cows,,org with cows,1,12,yes,NA,NA
study70,Korsaeth ,2012,Applied and Environmental Soil Science,"N,P, and K Budgets and changes in selected topsoil nutrients over 10 years in a long-term experiment with conventional and organic crop rotations",Norwegian Institute for Agriculture and Environmental Research,Norway,Europe,yes,very high,temperate,journal,experimental,no,no,587,barley,cereals,long,experimental,Apelsvoll Research Centre,60.7,-10.85,2009,2009,org treatment used in 2 comparisons,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both multi-crop,similar,no,plant,yes,no,more conv,NA,NA,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,kg/ha,Author,5977,388,2,1641,204,2,-1.292612958,0.009834052,conventional 1984,uses same org as above,org stand,1,17,yes,NA,NA
study70,Korsaeth ,2012,Applied and Environmental Soil Science,"N,P, and K Budgets and changes in selected topsoil nutrients over 10 years in a long-term experiment with conventional and organic crop rotations",Norwegian Institute for Agriculture and Environmental Research,Norway,Europe,yes,very high,temperate,journal,experimental,no,no,602,wheat,cereals,long,experimental,Apelsvoll Research Centre,60.7,-10.85,2004,2004,org treatment used in 2 comparisons,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both multi-crop,similar,no,plant,yes,no,more conv,NA,NA,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,kg/ha,Author,3432,433,2,1781,12,2,-0.655968177,0.007981566,conventioanl 1984,uses same org as above,org stand,1,32,yes,NA,NA
study70,Korsaeth ,2012,Applied and Environmental Soil Science,"N,P, and K Budgets and changes in selected topsoil nutrients over 10 years in a long-term experiment with conventional and organic crop rotations",Norwegian Institute for Agriculture and Environmental Research,Norway,Europe,yes,very high,temperate,journal,experimental,no,no,585,barley,cereals,long,experimental,Apelsvoll Research Centre,60.7,-10.85,2007,2007,org treatment used in 2 comparisons,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both multi-crop,similar,no,plant,yes,no,more conv,NA,NA,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,kg/ha,Author,6434,431,2,2449,288,2,-0.965916651,0.009158453,conventional 1984,uses same org as above,org stand,1,13,yes,NA,NA
study70,Korsaeth ,2012,Applied and Environmental Soil Science,"N,P, and K Budgets and changes in selected topsoil nutrients over 10 years in a long-term experiment with conventional and organic crop rotations",Norwegian Institute for Agriculture and Environmental Research,Norway,Europe,yes,very high,temperate,journal,experimental,no,no,631,barley,cereals,long,experimental,Apelsvoll Research Centre,60.7,-10.85,2007,2007,org and conv include animals,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both multi-crop,similar,no,mix,yes,yes,more conv,NA,NA,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,kg/ha,Author,5365,492,2,4206,887,2,-0.243384299,0.026442078,commercial with cows,,org with cows,1,14,yes,NA,NA
study70,Korsaeth ,2012,Applied and Environmental Soil Science,"N,P, and K Budgets and changes in selected topsoil nutrients over 10 years in a long-term experiment with conventional and organic crop rotations",Norwegian Institute for Agriculture and Environmental Research,Norway,Europe,yes,very high,temperate,journal,experimental,no,no,569,barley,cereals,long,experimental,Apelsvoll Research Centre,60.7,-10.85,2001,2001,org treatment used in 2 comparisons,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both multi-crop,similar,no,plant,yes,no,more conv,NA,NA,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,kg/ha,Author,5290,240,2,2404,90,2,-0.788684229,0.001729943,conventional recommended,,org stand,1,1,yes,NA,NA
study70,Korsaeth ,2012,Applied and Environmental Soil Science,"N,P, and K Budgets and changes in selected topsoil nutrients over 10 years in a long-term experiment with conventional and organic crop rotations",Norwegian Institute for Agriculture and Environmental Research,Norway,Europe,yes,very high,temperate,journal,experimental,no,no,579,barley,cereals,long,experimental,Apelsvoll Research Centre,60.7,-10.85,2001,2001,org treatment used in 2 comparisons,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both multi-crop,similar,no,plant,yes,no,more conv,NA,NA,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,kg/ha,Author,5565,134,2,2404,90,2,-0.839362968,0.000990688,conventional 1984,uses same org as above,org stand,1,1,yes,NA,NA
study70,Korsaeth ,2012,Applied and Environmental Soil Science,"N,P, and K Budgets and changes in selected topsoil nutrients over 10 years in a long-term experiment with conventional and organic crop rotations",Norwegian Institute for Agriculture and Environmental Research,Norway,Europe,yes,very high,temperate,journal,experimental,no,no,625,barley,cereals,long,experimental,Apelsvoll Research Centre,60.7,-10.85,2001,2001,org and conv include animals,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both multi-crop,similar,no,mix,yes,yes,more conv,NA,NA,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,kg/ha,Author,4398,368,2,3275,247,2,-0.294832023,0.006344779,commercial with cows,,org with cows,1,2,yes,NA,NA
study70,Korsaeth ,2012,Applied and Environmental Soil Science,"N,P, and K Budgets and changes in selected topsoil nutrients over 10 years in a long-term experiment with conventional and organic crop rotations",Norwegian Institute for Agriculture and Environmental Research,Norway,Europe,yes,very high,temperate,journal,experimental,no,no,635,barley,cereals,long,experimental,Apelsvoll Research Centre,60.7,-10.85,2001,2001,org and conv include animals,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both multi-crop,similar,no,mix,yes,yes,more conv,NA,NA,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,kg/ha,Author,4398,368,2,3900,198,2,-0.120173339,0.00478946,commercial with cows,uses same conventional as above,org with cows,1,2,yes,NA,NA
study70,Korsaeth ,2012,Applied and Environmental Soil Science,"N,P, and K Budgets and changes in selected topsoil nutrients over 10 years in a long-term experiment with conventional and organic crop rotations",Norwegian Institute for Agriculture and Environmental Research,Norway,Europe,yes,very high,temperate,journal,experimental,no,no,570,barley,cereals,long,experimental,Apelsvoll Research Centre,60.7,-10.85,2002,2002,org treatment used in 2 comparisons,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both multi-crop,similar,no,plant,yes,no,more conv,NA,NA,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,kg/ha,Author,4796,238,2,1977,18,2,-0.886201693,0.001272753,conventional recommended,,org stand,1,3,yes,NA,NA
study70,Korsaeth ,2012,Applied and Environmental Soil Science,"N,P, and K Budgets and changes in selected topsoil nutrients over 10 years in a long-term experiment with conventional and organic crop rotations",Norwegian Institute for Agriculture and Environmental Research,Norway,Europe,yes,very high,temperate,journal,experimental,no,no,580,barley,cereals,long,experimental,Apelsvoll Research Centre,60.7,-10.85,2002,2002,org treatment used in 2 comparisons,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both multi-crop,similar,no,plant,yes,no,more conv,NA,NA,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,kg/ha,Author,5244,457,2,1977,18,2,-0.975504022,0.003838766,conventional 1984,uses same org as above,org stand,1,3,yes,NA,NA
study70,Korsaeth ,2012,Applied and Environmental Soil Science,"N,P, and K Budgets and changes in selected topsoil nutrients over 10 years in a long-term experiment with conventional and organic crop rotations",Norwegian Institute for Agriculture and Environmental Research,Norway,Europe,yes,very high,temperate,journal,experimental,no,no,626,barley,cereals,long,experimental,Apelsvoll Research Centre,60.7,-10.85,2002,2002,org and conv include animals,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both multi-crop,similar,no,mix,yes,yes,more conv,NA,NA,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,kg/ha,Author,4547,979,2,3879,127,2,-0.158890286,0.023714475,commercial with cows,,org with cows,1,4,yes,NA,NA
study70,Korsaeth ,2012,Applied and Environmental Soil Science,"N,P, and K Budgets and changes in selected topsoil nutrients over 10 years in a long-term experiment with conventional and organic crop rotations",Norwegian Institute for Agriculture and Environmental Research,Norway,Europe,yes,very high,temperate,journal,experimental,no,no,636,barley,cereals,long,experimental,Apelsvoll Research Centre,60.7,-10.85,2002,2002,org and conv include animals,no,annual,non-legume,comparable,no,established,commercial,org stand,comparable,NA,both multi-crop,similar,no,mix,yes,yes,more conv,NA,NA,NA,NA,NA,NA,standard,NA,NA,NA,NA,NA,kg/ha,Author,4547,979,2,2917,879,2,-0.443911984,0.068580499,commercial with cows,uses same conventional as above,org with cows,1,4,yes,NA,NA
